customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9299-KTVXM,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.49,4312.92,No
3879-JVGXB,Female,0,No,No,2,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.25,121.85,Yes
4674-SFUHY,Male,0,Yes,Yes,46,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.2,2678.29,No
8533-YTXIE,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.95,431.44,No
5244-RZFIK,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.23,5123.23,Yes
6718-SJEWD,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.5,800.88,Yes
6799-DPOUK,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.1,1219.7,Yes
2472-OPNEZ,Female,0,No,No,60,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.18,2537.73,No
0120-YIUNT,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,89.53,6097.1,No
4346-KXBTX,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.95,679.51,No
6845-XOLNK,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,100.56,4678.44,No
4837-LCUOH,Male,1,Yes,Yes,69,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.98,7116.52,Yes
9603-RROWC,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.06,1561.44,No
2550-AKFWI,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),73.8,3772.13,No
3952-MMDIN,Male,1,Yes,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,75.61,2592.62,No
0462-BMKBA,Female,0,No,No,67,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),89.93,5770.99,No
4260-IRXZT,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.3,1654.01,No
5867-WRYOA,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),92.0,107.63,No
1229-TUFQN,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.12,952.22,No
7598-EWDFF,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.39,126.41,No
3574-BIKTT,Female,0,No,Yes,62,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,86.13,5178.37,Yes
6995-DFCWF,Male,1,Yes,Yes,72,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.77,7942.09,No
2094-ZRWWD,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.0,3782.19,No
5015-BLLDP,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,81.67,282.33,Yes
3989-GNGLK,Female,0,No,Yes,65,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.06,4396.07,No
0422-VDHNT,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.94,4665.9,No
7324-LEJZQ,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,92.66,3414.48,No
7779-TMPIP,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),66.23,535.9,No
9265-YNMDD,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,93.64,131.05,Yes
5727-NHNWG,Female,0,No,No,62,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.49,3689.49,Yes
4119-LHFXS,Male,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.6,776.74,No
0518-EUMZH,Female,0,No,Yes,53,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.79,2662.53,No
5289-TZDLM,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.73,6020.85,Yes
1236-MSHHP,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),93.16,1216.35,No
9137-AANDK,Female,1,No,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),76.34,126.42,No
1071-DCOBX,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,86.19,4696.85,No
2894-YSENJ,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.81,4540.11,No
5871-RUUUT,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.64,4019.84,No
7409-EQDAV,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.11,3570.66,No
5073-BMNQK,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.31,708.49,No
2699-HEWBO,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,65.13,3715.86,No
3545-LBWXN,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.93,1311.54,No
8560-IFLTJ,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.92,306.7,No
8012-APPRR,Male,1,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,90.55,5216.62,No
6958-EIMPJ,Female,1,Yes,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),73.63,312.88,Yes
8182-KSKNO,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.22,771.72,Yes
8676-YHDRN,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.1,4019.77,Yes
4131-UFKAO,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),97.11,162.44,No
7147-USVAQ,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.64,2819.21,Yes
7699-KSXKO,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.27,850.31,No
7096-RLBRU,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.73,1269.45,No
6338-NJIWO,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),100.22,4299.73,No
9379-SSLWL,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,119.76,7825.03,No
8330-PAMCL,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.22,37.15,Yes
6831-VVITX,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),58.83,1403.02,Yes
2185-XJYQM,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,96.26,4366.49,No
0486-GBSTR,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.14,3201.47,Yes
9846-YEOVP,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.68,5799.93,No
3700-UPZIB,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.65,450.38,No
2742-VFNEE,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,73.96,5008.54,No
5151-SBQAI,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,101.1,3256.08,No
3496-RJYDZ,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),66.68,356.23,No
9073-WCKLI,Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.17,5966.81,Yes
4428-CRMYL,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,110.15,6099.03,Yes
8933-MZVIX,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,88.42,5240.97,Yes
9256-OVSNP,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),66.98,4438.84,No
8318-CFENO,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.02,6033.27,Yes
1082-WYIPZ,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,84.45,211.2,No
5782-VEGWY,Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,109.8,6184.69,No
0543-ZPNAD,Female,0,Yes,No,10,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,95.58,946.65,Yes
9630-ZAQJE,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.89,1120.48,No
6871-IDLZK,Male,0,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.01,405.4,No
4435-ARDDH,Male,0,No,Yes,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,81.95,4758.18,No
8353-DKIND,Female,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.52,667.38,No
5826-GAKBE,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,114.21,790.23,No
7562-FICMM,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,128.3,128.3,Yes
5649-HHVGS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,121.51,391.84,Yes
6639-MDSJG,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.3,142.98,No
4255-VBKJW,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.06,1000.55,No
6935-TPTFI,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,81.47,163.16,No
6154-VMXHO,Male,1,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),113.13,113.13,No
2856-YNWJI,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),77.46,4348.0,No
0028-AAEHR,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.8,2878.67,Yes
3503-DYIVX,Male,0,No,No,61,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.14,3622.07,No
9397-OCBVE,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.27,486.3,Yes
7092-WPZNL,Female,1,No,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,90.54, ,Yes
3947-QQGOI,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),106.78,541.65,Yes
3796-RNEIM,Female,0,Yes,No,53,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),92.55,4613.25,No
8221-WVOEG,Female,0,No,No,58,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.74,4746.62,No
3488-DFRCY,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),63.94,141.59,No
5741-WPFOR,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,88.36,5179.22,Yes
5703-QRPAF,Female,1,Yes,No,64,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),60.6,3663.1,No
5033-HVBED,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),90.46,4948.3,No
9374-CPJOD,Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1086.96,Yes
0593-VRPUI,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,98.59,5738.83,No
7209-SHSEB,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.28,1066.55,No
0944-VBIBR,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),95.13,5955.25,No
4835-RMDLI,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,1230.24,No
1033-ATOCM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,105.83,7336.26,No
1937-GYHAR,Female,0,No,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),82.76,424.7,Yes
1738-BNDOQ,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,18.0,Yes
2580-OERWD,Male,1,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.95,3019.27,No
4712-EZDES,Female,1,Yes,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),80.04,1348.08,No
8750-TWZUD,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,833.44,No
8725-LDGQA,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.77,195.29,No
5968-PWIZN,Male,0,No,Yes,11,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,93.09,946.04,No
8762-NSKEW,Male,1,No,No,11,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),63.64,673.57,No
9607-QMKTR,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.99, ,No
4533-GKTBD,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,89.58,127.74,No
6035-XHYEN,Female,0,No,No,48,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,90.92,4060.82,No
1218-VPNPK,Male,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.31,1830.73,No
0266-ECOWE,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,64.13,1038.33,No
5256-NXBRF,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.86,398.08,No
7400-JITLZ,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.69,4323.69,No
0711-AAYAV,Female,1,No,No,61,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.41,3429.34,No
6343-DZOAF,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.71,7395.78,No
9966-XWVLX,Female,0,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.26,878.25,Yes
2823-MJNFH,Male,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.0, ,No
2954-EEIWI,Female,0,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),86.01,2991.18,No
8553-HBEQJ,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.32,1244.1,No
1051-DMPEW,Female,0,No,Yes,38,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.92,3450.93,No
9043-GJWXD,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.8,214.3,No
3944-KSEUH,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.61,875.15,No
6741-XIBPN,Female,1,No,No,14,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.17,1171.66,Yes
0520-MFHYF,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),106.47,2716.27,Yes
5042-WLYFU,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,74.79,857.73,Yes
6844-ZDEGC,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,100.66,455.17,Yes
3817-YEGVQ,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.67,443.95,No
7890-OHSLF,Female,0,Yes,Yes,52,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,97.06,4812.23,No
9747-GGWYV,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.09,3997.37,Yes
5856-OWBHL,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.64,18.64,Yes
5367-QZMDT,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),86.03,437.08,No
9853-PQHKY,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,620.85,No
4497-HUPDF,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),94.1,4368.28,No
9478-MQIMI,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.04,1342.46,Yes
5946-KXIYJ,Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.51,3587.6,Yes
2706-LPOUM,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,113.63,6057.29,No
1174-NKCQW,Male,0,Yes,No,39,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.76,2312.68,No
2613-RTUNH,Female,0,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.46,293.06,No
1929-EKIPZ,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.84,120.37,Yes
4839-EOIDU,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.62,5786.37,Yes
4334-VGOVQ,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.41,3134.64,Yes
1629-MBVTK,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.26,1576.69,Yes
4520-CCVDG,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.13,540.69,Yes
1375-ZSZRO,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.75,433.84,Yes
2001-SIHLO,Female,1,No,No,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.37,4839.08,Yes
8664-PGTUL,Male,1,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),99.83,6776.86,No
0321-BXQXI,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.19,301.08,Yes
5096-OUOYW,Male,0,No,No,69,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),47.95,3192.94,Yes
4131-IBBRQ,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.72,5074.99,No
8711-ELPNT,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,63.79,142.11,No
1773-TITZY,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,108.09,5746.55,No
2172-MBMHO,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),103.76,3060.76,Yes
7485-UCGNO,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,95.12,4755.76,No
8362-RMKAF,Female,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.38,5773.91,Yes
4128-SWAWY,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),126.17,7399.06,No
7697-PDRNI,Female,0,No,Yes,72,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.38,5309.0,No
2361-NOHJX,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),80.01,5502.85,No
4870-IMNEI,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.95,613.39,Yes
8992-XWGLZ,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,113.12,7703.22,No
1111-NDGBU,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.19,1533.85,No
6878-GSQZW,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.3,1249.26,No
5109-DDVKU,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.64,5755.02,No
8789-WICYB,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.91,3349.58,No
8531-ZCEYG,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),108.37,5018.92,No
2317-VSMUU,Male,1,Yes,No,55,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.03,4548.78,No
0459-ZKKMB,Male,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,88.51,3865.8,Yes
2942-EUXZI,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.09,1668.11,No
7202-QMIMP,Female,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),84.4,3736.59,No
2752-YXCWU,Female,0,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.87,1543.78,No
